accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
-178.427106,-532.212021,1998.571212,99156.07687,-267863.5011,10152.81222
-557.592354,-545.152014,1912.192425,-18346.10876,1443.853656,17011.11708
54.166464,-316.219167,753.272784,11585.20672,27055.06732,15303.70284
-241.067277,-611.024634,1485.142065,-10972.14187,-26676.91517,-23290.73457
-332.62614,-761.144868,1998.571212,11722.71659,252078.5137,10221.56715
1198.810305,-288.585297,1990.821492,-130451.0319,286685.1648,44100.56187
1543.21398,-2.865357,-710.455581,-38222.01484,286685.1648,-5448.828678
1547.853615,-240.883731,-1998.20412,-3019.487606,-31392.35786,-2337.667824
1754.883306,38.799585,60.141906,114860.8502,-286685.1648,6892.682334
848.79828,-85.950513,1998.571212,124687.0764,-286685.1648,8130.271182
-408.38985,-697.464603,1998.571212,-59725.12107,-85032.6671,2286.101622
49.526829,-376.177527,996.542613,31747.5917,16449.61844,12765.49978
296.090289,-1005.566958,1982.470149,2326.208668,147742.8983,15681.85499
893.389761,-515.805048,1998.571212,-48122.72562,286685.1648,55473.7742
1398.651111,-260.829063,386.97615,40531.03477,286685.1648,45825.16484
1420.788798,-149.018958,-1998.20412,532.850754,148126.78,-6388.47947
1531.018368,-85.705785,-379.053081,19056.57643,-286685.1648,-12198.27156
1643.736006,-899.915841,1998.571212,-129064.474,-286685.1648,-65683.88219
-119.437461,-750.835701,1998.571212,135876.9423,-154692.8764,-15401.10566
-39.951846,-247.042719,1432.076877,217.723964,14719.28588,16867.87763
-293.959116,-1038.931542,1998.571212,11132.57005,204786.5769,-4302.913078
497.144538,-495.186714,1998.571212,51251.07521,286685.1648,38668.92192
1160.816283,-304.319268,161.948754,4268.53561,286685.1648,25874.77425
1155.564828,-216.48231,-1848.634524,33609.70455,108300.4834,-7534.39507
1532.843631,-178.784001,-802.870992,-47177.34525,-286685.1648,-25433.59674
1998.20412,-671.299101,1994.176305,-88928.78014,-286685.1648,-139606.8975
133.162623,-370.691541,1998.571212,1094.349398,-18770.09753,21709.37104
228.688119,-506.168883,1288.605087,14639.07179,30767.83386,-18139.84395
-55.023012,-419.004927,1998.571212,119043.4421,284146.9618,-23199.06132
375.749253,-273.218418,1873.953675,-45544.41552,286685.1648,-5574.879394
1013.68377,-221.183127,-41.236668,23863.69237,286685.1648,-9728.823444
1160.082099,-345.06648,-1783.179981,69070.06279,32297.63119,-9144.406488
1570.480758,-271.505322,-723.874833,-18867.50035,-286685.1648,-8181.837384
1998.20412,-643.236957,1836.316548,-132422.0067,-286685.1648,-84568.57128
523.126494,-606.150468,1998.571212,45876.73105,-285676.7591,13911.41538
87.347502,-390.881601,1791.847431,-6967.166848,9791.848802,19864.44693
120.661101,-424.980369,1009.839501,-8926.682524,12948.84628,-469.825396
-253.507617,-794.203542,1998.571212,-29226.57738,145502.6333,16799.1227
935.972433,-600.654285,1998.571212,8296.428944,286685.1648,46845.02973
1279.764288,-52.585929,94.363038,1592.822684,286685.1648,19400.35111
1177.773894,-321.766335,-1998.20412,54024.19096,140535.0892,-25977.90665
1293.785163,-339.029856,-655.983207,-30194.87606,-286685.1648,-716.19725
1897.009092,-617.611896,1702.786833,-104524.6915,-286685.1648,-93168.66786
89.488872,-767.609766,1998.571212,160571.4235,-195905.731,5792.603358
-253.629981,-504.03771,1982.898423,-11350.29402,-14146.32808,32927.88477
-9.880893,-844.474752,1998.571212,-25359.11223,279517.4627,-12112.32789
938.960154,-751.936977,1976.005251,-66440.18649,286685.1648,86482.25033
1180.333341,-195.558066,38.799585,26659.72643,286685.1648,17864.8242
954.755307,-315.056709,-1721.45754,7901.088062,133779.9167,-8749.065606
1369.610055,-390.881601,-626.829984,13344.18716,-286685.1648,-7935.46553
1906.216983,-553.625721,1489.904064,-72101.00955,-286685.1648,-55588.36576
-15.428061,-997.521525,1998.571212,186692.5696,-186050.8568,-12204.00114
16.345791,-479.819835,1617.937596,-22058.8753,24786.15443,24436.65017
-246.196368,-936.69642,1998.571212,2933.543936,13349.91674,-9946.547408
250.03044,-673.736184,1998.571212,-55966.5179,286685.1648,31375.16913
1466.053281,-349.094295,1056.439791,21245.27522,286685.1648,62910.76644
1191.499056,55.023012,-1060.039332,32801.83405,286685.1648,-13395.75336
1068.462054,-305.053452,-1747.745406,-996.946572,-144769.2473,-27238.41381
1462.025466,-287.973477,-17.875341,-2377.77487,-286685.1648,-40731.57
1384.620039,-556.185168,1998.571212,106266.4832,-286685.1648,-39155.93605
-343.669491,-463.9635,1998.571212,-43848.46043,-93712.97777,4400.315904
188.002089,-413.9982,782.00793,34984.80327,32165.85089,14656.26052
6.893172,-848.247642,1733.041332,-72851.58427,-41098.26299,-42221.26028
78.445521,-893.022669,1998.571212,-68038.73875,286685.1648,9493.910746
1191.550041,-239.058468,879.970509,-40066.93895,286685.1648,115737.4756
917.485272,99.675675,-788.962284,-16014.17051,286415.8746,5557.69066
801.647352,-293.836752,-1569.195936,33374.79185,-44713.62671,-28447.35477
878.930415,-430.833447,-131.082435,112339.8358,-286685.1648,-8995.43746
662.815197,-328.108869,1998.571212,110179.7849,-286685.1648,105825.3057
-787.677462,398.876049,1998.571212,61020.0057,-127362.7894,102066.7025
-73.62234,567.350883,1998.571212,226679.2944,107905.1425,76953.96212
1106.405091,598.584294,1998.571212,257057.517,286685.1648,5660.823064
1363.512249,5.363622,304.68636,113084.681,286685.1648,-131453.7081
980.319186,-297.375111,-1328.495751,46845.02973,130857.8319,-66182.35548
1125.004419,-229.473288,-861.911622,-65351.56667,-245483.7694,36102.07098
1489.16988,13.05216,1163.498094,-202053.5682,-286685.1648,54654.44454
-508.789512,1266.334839,1998.571212,-27358.73495,-170460.6751,31100.14938
