accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
574.488783,-626.462892,-323.479431,-30206.33522,-7236.457014,-12398.80679
468.837666,-684.901899,-291.511836,6038.975212,1266.236738,14553.12812
-969.459381,46.60029,195.619248,17922.11998,4148.214472,14438.53656
-980.319186,87.041592,265.407516,-3414.828488,-6709.335838,-17824.71716
-1012.949586,-23.544873,226.485567,-6709.335838,-13831.20129,-17939.30872
-986.294628,22.565961,248.816997,1100.078976,-1197.481802,498.473286
-917.668818,-74.050614,47.762748,-49956.19058,-15355.26904,-143571.7655
-633.84552,-1073.213856,24.829695,-169904.906,28086.39136,-286685.1648
-326.773062,-1502.283222,68.809356,-119759.6394,35059.28778,-255567.8267
-308.714175,-973.181286,160.307037,-71235.84327,26590.9715,-200420.6384
261.440883,-696.975147,-184.830822,-14129.13935,584.416956,-88241.23078
359.03637,-676.112085,-269.435331,-498.473286,-24677.29245,22139.08939
253.874709,-804.940983,-250.091622,-825.059232,-41745.70531,81875.66962
-1006.301142,31.172229,196.659342,10720.04044,-15200.57043,10009.57277
-980.563914,76.487697,152.434953,-2039.729768,2876.248156,-12880.09134
-1087.244928,-51.607017,0.183546,-56086.83904,-10989.3306,-161356.3756
-513.367965,-1352.53008,170.432658,-161167.2996,20116.54836,-286685.1648
-350.317935,-1024.298847,7.566174,-87078.12644,44662.06051,-180510.3549
-373.00626,-947.800953,119.070369,-36726.59498,25714.34606,-189752.1642
106.752393,-901.934847,-206.784963,-12817.06599,21016.0921,-149450.3126
338.183505,-958.966668,-255.587805,-31524.13816,-17480.94248,-58819.84775
343.485945,-735.774732,-288.952389,-10278.86293,-20809.8273,-10508.04605
256.627899,-968.664015,-247.593357,6142.107616,-15756.3395,35116.58356
-853.499097,-10.064439,508.42242,14186.43513,-2171.510062,19847.25819
-867.285441,-23.973147,460.363959,4016.434178,-6210.862552,-6371.290736
-888.576777,-96.810318,448.708788,-10708.58128,-11848.7673,-28418.70688
-892.716759,-453.531969,439.500897,-167097.4128,5614.98644,-273850.9101
-256.505535,-1479.900807,399.426687,-255779.8211,25530.99957,-286685.1648
140.606433,-1312.14996,293.102568,-139171.4496,36697.94709,-261635.4498
90.641133,-790.308288,99.247401,-58080.73219,60670.50144,-41212.85455
463.04577,-505.924155,-437.053617,-12834.25472,10553.88268,-10805.98411
224.782668,-846.361197,-212.576859,13894.22665,-15292.24368,23668.88672
401.068404,-848.553552,-223.191936,22843.82749,9344.941718,38462.65711
-972.141192,186.961995,253.273086,10800.25453,-6932.78938,-12347.24059
-870.150798,62.772732,228.565755,-19801.42157,-10158.54179,-55559.71787
-997.817238,-254.914803,406.493208,-60452.77748,-20729.6132,-178247.1716
-761.634324,-975.924279,395.6436,-106931.1142,-1621.470574,-286685.1648
-323.418249,-1087.122564,325.243512,-100365.0178,10473.66858,-286685.1648
184.096638,-1092.068109,193.426893,-104455.9365,-39734.62343,-245982.2427
347.024304,-674.949627,-174.644019,-22236.49222,13676.50269,-79916.15394
529.53021,-657.329211,-318.472704,-13441.58999,-22104.71192,-22803.72044
528.194403,-793.357191,-149.38605,3122.62001,11865.95604,19268.57081
425.836917,-897.662304,-91.558863,6652.040058,12564.96455,81445.95127
-958.477212,-12.562704,340.314678,-3472.124268,-66686.55834,8411.020504
-885.701223,49.04757,379.960614,-1312.073362,-27822.83077,-5970.220276
-911.326284,35.801667,473.660847,-24069.95718,-47142.96778,-53279.34582
-669.953097,-429.681186,642.196863,-158067.5979,28.64789,-286685.1648
173.726289,-1157.094378,141.391602,-195877.0831,65534.91316,-286685.1648
509.03424,-1229.921352,-171.289206,-141085.1287,-34686.86521,-269221.4111
473.905575,-833.186673,-193.793985,-76850.82971,-15034.41267,-152590.1213
684.473625,-625.422798,-364.287825,-7895.358484,-14163.51682,-38794.97264
501.233535,-509.829606,-260.461971,22906.85284,-21394.24425,32165.85089
509.829606,-718.511211,-189.582624,28086.39136,-7969.842998,56860.33207
-966.104568,104.916933,231.36993,9929.358674,-9241.809314,2824.681954
-976.536099,125.535267,286.576488,-1953.786098,-23949.63604,-6640.580902
-974.945367,93.628854,274.921317,-1266.236738,-14129.13935,-4068.00038
-925.296174,-8.718435,115.53201,-31633.00014,-36199.4738,-106363.886
-948.412773,-615.052449,393.930504,-98944.08248,-55857.65592,-286685.1648
-251.131716,-1145.072115,483.54174,-125632.4568,-43040.58994,-286685.1648
96.922485,-1111.768713,204.286698,-151209.293,-42994.75331,-277437.6259
68.442264,-763.337223,-18.721692,-65930.25405,13510.34492,-112167.9485
404.056125,-616.581999,-279.438588,-50328.61315,-37941.26552,-64967.68494
504.527166,-777.674205,-175.857462,16552.75084,6674.95837,32263.25372
-989.404713,30.070953,191.968722,15383.91693,-1025.594462,-1564.174794
-975.618369,77.650155,299.38392,-6285.347066,-6692.147104,-4830.034254
-1025.145198,-33.915222,181.108917,-12696.74485,-17257.48894,-76965.42127
-831.963033,-596.514303,349.216659,-72668.23777,-38187.63737,-286685.1648
-529.407846,-1143.79749,377.095257,-107229.0523,-9511.09948,-286685.1648
50.750469,-1110.606255,90.763497,-102158.3757,-34171.20319,-264677.8557
177.081102,-857.955186,126.636543,-57513.50396,5339.966696,-100307.722
324.754056,-736.865811,-186.533721,-23789.20786,-4497.71873,-79990.63846
549.964998,-816.16788,-79.730343,-12851.44345,-1575.63395,-31254.84799
681.179994,-806.715261,-226.669113,5116.513154,-7832.333126,23880.8811
332.687322,-893.573307,-123.710004,4486.259574,-39952.34739,70147.22345
-974.455911,34.15995,352.877382,25972.17707,9293.375516,16002.71135
-930.843342,47.21211,432.730089,3804.439792,-5127.97231,-14644.80137
-999.224424,-40.808394,391.738149,5809.792092,7832.333126,-48346.17916
-1059.121602,-588.703401,499.336893,-85267.5798,1392.287454,-234454.3318
-756.688779,-687.58371,197.026434,-35804.13292,73413.08291,-286685.1648
-425.775735,-931.08807,92.231865,-18443.51158,13046.24911,-282565.5982
-165.303567,-861.187635,-3.905451,-9115.758598,-3174.186212,-161281.8911
392.645682,-1098.838917,168.597198,-21359.86678,-53010.05566,-73361.51671
44.530299,-794.631816,126.514179,-2818.952376,-4744.090584,28980.20552
232.226478,-942.743241,96.320862,481.284552,-26155.52357,9430.885388
-873.627975,-252.905994,658.42029,-28728.10409,11590.93629,-113199.2725
-764.254953,-1361.136348,874.851615,-215013.8736,54642.98539,-286685.1648
-299.38392,-592.364124,150.059052,-122630.1579,111726.771,-208207.1349
44.775027,-621.272619,33.670494,-89077.74917,-14272.3788,-236889.4024
75.274254,-768.099222,-63.924993,-27100.90394,24344.97692,-110408.9681
