accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
-1011.5424,-20.067696,177.01992,-286.4789,-80.214092,-1306.343784
-1008.799407,-19.761786,183.790728,11.459156,343.77468,-1541.256482
-1008.677043,-16.957611,183.484818,114.59156,1042.783196,-1392.287454
-1007.76951,-17.569431,179.395821,97.402826,315.12679,-1409.476188
-1006.54587,-17.569431,185.615991,-11.459156,-550.039488,-1380.828298
-1009.961865,-16.468155,180.803007,211.994386,-962.569104,-1312.073362
-1010.573685,-15.19353,179.151093,-492.743708,635.983158,-1495.419858
-1009.717137,-18.364797,177.815286,211.994386,-974.02826,-1380.828298
-1010.084229,-17.141157,179.701731,97.402826,-681.819782,-1363.639564
-1008.248769,-19.211148,183.301272,137.509872,-2440.800228,-1426.664922
-1007.341236,-16.835247,183.974274,-452.636662,-2492.36643,-1512.608592
-1008.371133,-19.333512,185.493627,-349.504258,-1163.104334,-1495.419858
-1006.607052,-16.835247,187.145541,-315.12679,63.025358,-1524.067748
-1006.85178,-17.936523,190.806264,120.321138,-303.667634,-1375.09872
-1005.505776,-17.936523,186.961995,-446.907084,-51.566202,-1506.879014
-1006.056414,-16.468155,190.745082,-80.214092,383.881726,-1455.312812
-1007.15769,-16.529337,190.806264,51.566202,-1673.036776,-1329.262096
-1008.982953,-15.071166,184.953186,-366.692992,567.228222,-1472.501546
-1005.138684,-15.366879,191.234538,11.459156,137.509872,-1380.828298
-1005.261048,-15.978699,190.194444,-527.121176,-120.321138,-1409.476188
-1010.023047,-17.202339,181.781919,-85.94367,97.402826,-1329.262096
