accX,accY,accZ,gyroX,gyroY,gyroZ
-10.0834,1.7318,-4.5332,0.5362,4.9743,0.8254
-6.6885,1.5278,-7.0672,0.2486,4.2889,0.9056
-9.2788,-0.9709,-1.4836,-0.2520,0.3048,-0.3398
-9.5755,-1.1731,-1.4859,-0.0270,0.7407,-0.3253
-11.0578,-0.1065,-1.3932,0.3413,2.0595,-0.1993
-12.5695,0.6849,0.3105,-0.3493,3.7344,0.2585
-13.3537,-0.2225,-0.1167,0.7753,4.6421,0.7711
-13.7886,-2.1661,-2.9767,-0.0402,5.0036,0.4362
-12.3009,-1.7629,-4.5894,0.9175,5.0036,-0.4585
-9.9177,1.5039,-5.2080,-0.4421,5.0036,-0.1278
-6.6245,-2.1882,-8.2534,1.7741,4.9117,0.2196
-9.5228,0.5252,-1.4961,-0.3720,-0.6738,-0.3123
-9.4726,-0.6485,-2.0542,0.1871,-0.2943,-0.0997
-9.3649,-1.4279,0.4600,1.5566,0.9113,0.3093
-10.9992,-1.6576,0.7137,-0.0486,2.3772,0.6794
-13.1587,0.0126,0.0610,1.1362,3.3723,0.8986
-13.4261,-0.9655,-1.3172,1.0169,4.0997,1.0044
-12.8800,-0.0491,-2.2618,0.7387,4.6919,0.8341
-12.4702,-0.0245,-4.1103,0.3473,5.0036,0.8610
-10.7940,-0.5605,-6.1681,0.2931,5.0036,0.7185
-8.4610,-0.1029,-4.8676,0.1993,4.9689,0.3114
-5.1721,0.8913,-3.2046,0.1323,3.5600,0.3419
-1.9310,-0.0622,-4.1151,1.4400,1.5707,0.1616
-9.6096,-0.6030,2.5083,-0.1626,-0.0162,-0.3268
-9.6096,-0.6030,2.5083,-0.1626,-0.0162,-0.3268
-9.6299,-0.8303,1.7420,0.0814,-0.0635,-0.3386
-10.5523,2.1571,-0.2997,0.4472,0.3917,0.0820
-11.4455,4.8329,-8.0333,0.4771,2.3389,1.7976
-14.2511,4.3980,-7.7737,1.3459,4.9924,3.2150
-17.4814,4.0750,-2.3934,1.6635,5.0036,3.8263
-11.7972,-1.1737,1.0427,1.3744,4.9633,3.0727
-5.7015,-1.7761,-0.1615,0.7746,2.6359,1.0040
-10.4907,-0.1633,1.4327,0.2060,-0.5770,-0.4974
-10.5356,-0.4750,1.8957,-0.1014,-0.4933,-0.3864
-10.9029,-0.1137,1.1474,-0.7139,-0.2940,-0.0435
-10.8449,-0.9362,0.7621,0.5223,0.2123,0.4242
-11.3204,0.4546,-3.0784,0.5736,1.1686,0.8761
-12.9224,3.7454,-4.8903,0.4320,3.0861,1.7802
-13.5673,4.6780,-4.9597,-0.1191,4.6997,3.3086
-13.9849,2.7637,-4.9693,0.6677,5.0036,4.3121
-11.7595,3.1681,-4.5930,1.1454,5.0036,3.9208
-6.7472,1.2269,-2.5400,1.3691,4.4550,2.7480
-10.6379,1.7169,-1.9579,-0.2237,-1.8618,-1.0470
-10.6379,1.7169,-1.9579,-0.2237,-1.8618,-1.0470
-10.1916,2.1380,-4.8144,-0.7315,-1.0796,-0.4847
-10.9711,4.1498,-5.6160,1.0075,1.8477,1.3106
-14.3815,4.8191,-6.6766,0.6254,4.5369,3.1093
-17.2738,5.5717,-5.8869,1.3693,5.0036,4.1629
-15.5653,2.9276,-4.1827,1.4653,5.0036,4.3987
-9.4762,1.1629,-2.0836,1.3664,5.0036,3.5766
-2.9067,-0.7986,-1.1192,0.8373,3.8788,2.3344
-9.5827,1.8909,-2.5525,-0.8520,-1.9775,-0.9604
-9.5827,1.0301,-3.2351,-0.8520,-1.9775,-0.9604
-9.3171,2.4790,-3.9224,0.0577,-0.9966,-0.2469
-10.3155,4.4435,-4.3005,-0.0053,1.5247,1.3838
-13.9310,4.4913,-4.5470,1.8969,4.1426,2.8456
-16.7725,5.7117,-2.6130,0.6996,5.0036,3.9859
-16.3998,5.2044,-3.2357,1.3421,5.0036,4.5945
-11.6459,3.9284,-2.4150,1.3241,5.0036,4.2448
-6.0873,1.7169,-3.0826,0.3994,4.1342,3.3344
-11.3803,6.8853,-5.9850,-0.5457,-3.1072,-1.4788
-11.3803,6.8853,-5.9850,-0.5457,-3.1072,-1.4788
-9.3362,9.2381,-8.0237,0.9134,-1.7051,0.3334
-10.5841,5.5268,-9.6341,0.6481,2.3515,2.3699
-13.8975,6.5599,-2.4269,1.5632,4.6172,3.2658
-13.1169,5.9246,-3.4229,0.9786,4.9874,3.7011
-10.1773,5.0046,-2.4233,1.7773,4.7794,3.1925
-5.5531,3.1837,-2.4646,0.2017,3.7237,2.4062
-1.4602,1.9388,-5.1015,0.6384,2.4711,1.0099
0.0132,3.4666,-4.7719,0.0761,1.4354,-0.1013
-9.5426,2.9653,-0.3769,-0.4606,-2.0969,-1.5130
-9.5426,2.9653,-0.3769,-0.4606,-2.0969,-1.5130
-8.7236,2.4628,-1.5661,-0.8063,-1.4560,-0.7559
-9.1914,4.7886,-4.4297,1.1745,0.4620,1.0246
-11.2457,3.0072,-5.1691,1.0270,3.0618,2.6831
-15.4403,4.8538,-3.5761,1.4198,5.0010,3.4393
-16.9789,6.2267,-2.2421,0.8580,5.0036,4.3283
-14.9001,3.7436,-5.6985,1.0360,5.0036,4.6311
-9.3996,2.7835,-1.4315,1.6191,5.0036,3.4503
-3.7286,0.3117,-1.4082,0.5261,3.6079,1.7426
0.3972,1.1324,0.2309,0.4049,0.6147,-0.1732
-9.1143,2.3677,-1.7372,-0.8815,-0.6535,-0.6145
-9.1143,2.3677,-1.7372,-0.8815,-0.6535,-0.6145
-9.6491,2.6865,-3.3093,0.5651,0.4676,0.1495
-11.0578,4.0642,-1.1611,0.8073,2.5055,1.7689
-14.1404,4.6840,-2.7176,1.1478,4.1142,3.4254
-17.1350,6.1322,-3.8830,2.0191,5.0036,4.6027
-17.5137,4.2897,-6.0437,1.2649,5.0036,4.9654
-13.1025,4.2395,-0.8375,1.9256,5.0036,4.1933
-4.6074,0.3404,-1.7593,0.4875,4.4863,3.1269
1.4913,-1.0499,0.1836,0.8099,1.8225,0.7650
-9.1735,5.0195,-3.1938,-0.0786,-1.9271,-0.6814
-9.1735,5.0195,-3.1938,-1.0965,-1.5589,-0.6814
-9.1466,3.9990,-4.5930,-1.5695,-0.3742,0.4963
-10.3514,2.2708,-4.0158,2.3355,2.1192,2.2933
-12.5234,-1.7055,-3.7537,0.2511,3.9480,2.8921
-14.0877,1.7073,-3.4361,1.5142,5.0036,2.2990
-12.5821,3.4110,-3.3529,-0.3117,5.0036,2.4013
-8.7470,1.8012,-4.5446,1.1681,4.4367,2.0643
-6.0491,1.2275,-4.8544,0.1028,3.4111,1.5211
-2.8056,2.3444,-7.3831,0.0733,2.0175,0.7787
-2.0680,3.2632,-8.4951,1.3286,0.9455,0.1277
-10.1061,2.3186,-3.7555,-0.9302,-1.5716,-0.5915
-9.5611,2.9916,-3.3960,-0.9302,-1.5716,-0.3668
-10.4572,3.4020,-4.6134,-0.4186,-0.1097,0.4586
-11.2600,1.5422,-8.1852,0.5513,2.4612,1.8037
-13.4758,2.0327,-4.9286,1.1965,4.8802,2.0320
-15.4840,4.1366,-3.6150,0.6200,5.0036,2.4977
-13.0193,3.4648,-4.0690,0.5979,5.0036,2.8941
-8.7075,0.8297,-7.3406,0.9151,5.0036,2.4540
-3.4977,0.3326,-2.7176,1.0493,4.0609,1.1706
-0.3356,0.1759,-3.8285,0.2037,1.5133,0.2408
-10.0983,1.6726,-4.4943,-0.5950,-1.2283,0.0078
-10.0983,1.6726,-4.4943,-0.5950,-1.2283,0.0078
-9.8722,2.4909,-6.0951,-0.3896,0.1413,0.5279
-11.6070,2.6997,-7.4770,0.7657,2.9900,1.5999
-14.9946,2.5573,-5.9677,1.0311,5.0036,2.2940
-15.2189,3.0927,-4.5434,0.9875,5.0036,2.5203
-11.8235,2.3713,-4.0032,0.3531,5.0036,2.6466
-6.1382,0.0748,-5.0692,1.2741,4.8187,2.0615
-10.0947,2.7272,-5.2780,0.3986,0.2104,0.0559
-10.0947,2.7272,-5.2780,0.3986,0.2104,0.0559
-11.0441,1.7707,-6.1226,-0.0124,1.6932,0.6341
-12.9027,1.7079,-3.8022,0.8271,4.1217,1.1228
-14.4341,2.8199,-4.1450,0.2286,5.0036,1.9761
-12.5450,1.7892,-5.4897,0.3491,5.0036,2.2877
-9.6676,1.7575,-5.3037,0.6507,5.0036,2.1396
-5.3192,1.2030,-2.6387,0.5651,3.9735,1.5577
-1.6104,0.5372,-5.1936,0.2535,1.9038,0.9458
-9.1543,1.6612,-1.8879,-1.5134,-1.5151,-0.3361
-9.1543,1.6612,-1.8879,-1.5134,-1.5151,-0.3361
-8.8720,1.2233,-4.0600,-0.6981,-0.0171,0.4244
-10.6983,1.0857,-1.9214,0.3476,2.9522,1.7811
-14.9378,2.0943,-2.6088,0.2921,5.0036,2.9515
-17.0704,3.4134,-3.1280,0.1600,5.0036,3.5038
-15.2602,1.4985,-6.9069,0.7427,5.0036,3.4871
-10.1898,1.7659,-5.3946,1.1135,5.0036,2.4332
-9.7932,0.4367,-2.2576,0.1530,-0.4174,-0.4552
-9.7125,0.1807,-2.0321,-0.0040,-0.0353,-0.3323
-9.9057,0.9535,-1.6265,0.0735,1.0670,0.0822
-12.0257,3.1513,-2.1535,-0.1677,2.4181,0.9592
-13.7904,0.6144,-5.9288,1.5456,4.6572,2.0377
-15.1555,2.4006,-5.0973,0.3461,5.0036,1.9751
-13.2688,3.4241,-4.7665,0.9876,5.0036,2.3234
-8.0812,0.8865,-3.8441,0.3792,5.0036,2.2000
-9.7340,2.2750,-6.2495,0.4113,1.2917,1.1883
-9.7340,2.2750,-6.2495,0.4113,1.2917,1.1883
-11.5298,2.0399,-5.3575,1.1503,3.0670,1.6587
-15.1735,3.4786,-3.5964,0.3555,5.0034,2.2578
-16.0062,1.4895,-4.1276,1.8221,5.0036,2.5806
-12.9230,1.8383,-2.9773,0.9305,5.0036,1.9807
-9.0778,1.9400,-5.5699,0.6469,5.0036,1.7704
-3.6634,1.3693,-6.2393,1.2115,4.0381,1.1370
-9.9733,2.2223,-6.0407,-0.0483,-1.0626,-0.1607
-9.9733,2.2223,-6.0407,-0.0483,-1.0626,-0.1607
-10.3358,4.0481,-6.4714,0.0408,0.6706,0.4163
-12.5408,1.5529,-7.8150,0.8687,3.8167,1.5365
-15.6521,2.4867,-6.2459,0.5023,5.0036,1.7332
-15.4355,3.5228,-5.7033,1.3485,5.0036,1.7813
-10.7803,2.4120,-4.8156,1.1503,5.0036,1.8292
-4.0295,0.0897,-4.1157,2.0284,4.5115,1.3318
-10.2467,3.0491,-5.2289,-0.8641,-1.6467,-0.1492
-10.2467,3.0491,-5.2289,-0.8641,-1.6467,-0.1492
-9.5868,1.7994,-5.9713,-0.0475,0.5446,0.9937
-11.2331,0.5103,-6.3242,0.8740,3.8002,1.9332
-16.2604,1.3825,-5.9898,1.2851,5.0036,1.9520
-17.9408,4.3478,-3.8411,1.2084,5.0036,2.0209
-14.5262,2.5131,-5.0536,1.8207,5.0036,2.1296
-7.6983,0.9649,-5.9384,1.0255,5.0036,1.7393
-10.4895,1.3585,-5.3426,0.4241,1.5533,0.3522
-10.4895,1.3585,-5.3426,0.4241,1.5533,0.3522
-12.5025,3.0108,-6.1980,0.9036,3.1238,0.6538
-16.6594,2.9557,-7.9023,1.4218,5.0036,1.3728
-18.0862,3.6018,-3.9840,1.3186,5.0036,1.7562
-14.2523,1.2796,-4.9735,1.1631,5.0036,2.1901
-6.0066,0.0706,-0.1747,1.3775,5.0036,1.3496
0.3906,-1.9591,-2.4927,0.9236,2.0136,0.8190
-10.2203,1.3980,0.5013,-0.7344,2.2469,0.9253
-10.2203,1.3980,0.5013,-0.7344,2.2469,0.9253
-11.0560,0.5438,-2.0877,-0.0480,3.2672,1.6721
-14.1697,1.4542,-4.1474,-0.1688,5.0031,2.7872
-16.3244,-0.0054,-5.0536,0.0890,5.0036,3.1748
-15.0921,2.8648,-5.8726,0.1032,5.0036,3.0757
-9.2375,0.9888,-4.8724,1.4971,5.0036,2.5653
-2.5196,-0.5252,-2.2971,0.2700,3.7109,1.6231
-10.1103,-0.1125,-0.8207,0.4148,2.2190,0.5296
-10.3926,0.5216,-1.4417,0.5753,2.4323,0.5935
-11.7266,1.3525,-1.8114,0.2740,3.3556,0.9716
-13.9376,1.9860,-5.3288,-1.2656,5.0036,1.8416
-14.0453,-0.2171,-6.1681,0.3842,5.0036,2.4325
-12.0844,1.1509,-7.6439,-0.9053,5.0036,2.3761
-5.0949,0.5061,-4.5314,1.4901,5.0036,1.3746
0.5043,0.4283,-3.5862,-0.3021,2.2109,0.8317
-9.8417,1.6211,-0.1304,-0.8541,2.3561,1.4025
-10.5440,1.4381,-1.7312,0.2648,2.6287,1.5992
-12.3033,3.2285,-3.8058,1.0117,3.9381,2.2738
-17.1990,1.8467,-8.3827,1.2575,5.0036,3.3219
-18.2130,0.5683,-3.6784,2.6400,5.0036,2.6209
-14.8983,3.8865,-1.5266,-0.4528,5.0036,2.8052
-6.4475,0.1555,-8.4347,0.6774,5.0036,2.5270
-1.0899,-0.1208,-3.9482,0.7196,3.9176,1.0160
-11.5938,4.1318,-5.0130,0.9965,3.1554,1.3694
-11.7721,4.7390,-5.4185,0.5258,3.6322,1.6377
-13.3220,5.0955,-5.5926,-0.7853,4.5578,2.3385
-15.9948,2.1882,-5.2684,1.0938,5.0036,3.4227
-13.9896,1.6756,-4.6229,0.0571,5.0036,3.7051
-8.4754,-0.0419,-6.5498,0.1281,5.0036,2.8546
-2.4072,1.8156,-4.1157,0.9775,4.6514,1.7585
-10.8389,2.2277,-4.6792,-0.3534,0.2764,0.1112
-11.0853,2.0901,-5.6812,0.0644,0.4326,0.1604
-11.8762,5.1452,-5.3204,0.7627,0.9209,0.3662
-12.4648,6.7693,-11.4281,-0.4105,2.6628,2.0977
-13.3561,2.6183,-8.6477,1.9711,5.0036,2.2915
-13.0840,5.0363,-2.9438,0.9053,5.0036,2.1956
-6.6413,2.7966,0.0233,1.9119,4.6123,2.1108
-2.4939,0.7184,1.0439,0.1848,2.2245,1.8618
-0.4594,-2.6028,-2.1386,1.0230,-0.7619,0.5602
-10.7192,-0.1657,-3.0951,-0.1506,0.7729,0.4284
-10.7192,-0.0694,-2.7996,-0.1506,0.7729,0.4284
-11.2211,1.8353,-3.5641,-0.5887,1.5580,0.6074
-13.5972,5.6279,-6.8423,0.0699,3.8269,2.1918
-17.2989,3.6568,-10.0863,1.0915,5.0036,3.4347
-17.6764,3.4941,-6.3302,0.4989,5.0036,3.4833
-11.4670,2.6261,-1.5458,2.0873,5.0036,2.9317
-0.2381,-0.7878,3.1537,0.9775,4.0795,1.8008
3.3386,-2.4311,-1.4142,1.1102,-0.1669,0.3441
-10.3382,1.7545,-3.8100,-0.6561,-0.9412,-0.2708
-10.3382,1.7545,-3.8100,-0.6561,-0.9412,-0.2708
-10.7001,5.1811,-5.1326,0.3748,0.3893,0.1064
-14.9516,5.8678,-9.1741,0.4019,3.6605,2.4351
-19.5996,4.2568,-8.9539,1.5145,5.0036,3.4699
-19.4734,4.3208,-5.8283,0.8783,5.0036,3.9630
-11.6530,2.5549,-0.7184,1.5168,5.0036,3.6238
0.1675,-2.1003,2.0991,1.2558,4.7165,2.3631
-9.6239,1.0774,-3.6126,-1.3508,-1.2958,-0.1993
-9.6239,1.0774,-3.6126,-1.3508,-1.2958,-0.1993
-9.0197,2.3013,-4.1456,0.2651,0.1205,0.3790
-11.2929,4.5703,-5.7835,-0.5092,2.9633,2.0934
-17.4215,5.4867,-8.2899,1.1478,5.0036,3.5928
-19.5996,4.9831,-7.0199,0.7165,5.0036,4.4176
-17.4473,4.0487,-3.4606,2.1084,5.0036,4.2564
-5.7541,0.0455,-0.2106,1.2141,5.0036,3.3607
3.7938,-3.2088,2.8875,1.3773,2.4389,1.2992
-8.5956,2.2271,-2.3037,-0.1909,-0.2295,0.0270
-8.5956,2.2271,-2.3037,-0.0699,0.1565,0.0270
-9.5892,4.2766,-3.5348,0.0046,1.5091,0.9354
-13.3454,4.9537,-5.5837,1.0229,4.2202,2.7394
-17.7272,3.4289,-5.9444,1.0597,5.0036,3.9101
-19.1880,3.9111,-6.8716,1.2376,5.0036,3.9573
-14.6626,3.1926,-4.1019,1.4284,5.0036,3.4893
-5.8780,0.7513,0.9069,0.5408,5.0036,2.9746
2.6752,-3.3625,-0.8548,-0.4212,2.0264,1.1845
3.0221,-0.8243,-4.0905,0.2947,-1.0188,-1.2607
-8.9791,1.2652,-0.8871,-0.9151,-0.8954,-0.4704
-8.9791,1.2652,-0.8871,-0.9151,-0.8954,-0.4704
-9.2088,2.1099,-4.8497,0.2860,0.0392,0.0347
-11.5310,6.4469,-6.8405,0.5928,2.7046,1.5467
-16.3537,4.4638,-8.5998,1.6724,5.0036,3.1250
-19.2263,5.0578,-5.6949,1.0710,5.0036,3.6876
-16.8634,4.7121,-4.6301,1.5756,5.0036,3.8068
-8.3970,1.9161,-1.1994,1.0643,5.0036,3.3836
-9.3793,1.1444,-3.2680,-0.2303,-0.5287,-0.4705
-9.0275,1.4345,-3.6299,-0.2303,-0.1445,-0.3286
-9.0293,3.5773,-3.7902,0.5078,1.2532,0.3180
-11.5232,4.4830,-6.4798,-0.2085,3.4360,1.7466
-15.1741,4.1228,-6.3948,1.0602,5.0036,3.6259
-17.2217,4.8987,-5.4455,0.4791,5.0036,4.2444
-15.1047,3.8997,-6.9990,1.8010,5.0036,4.2225
-7.6965,1.5799,-2.3749,0.2743,5.0036,3.4755
-8.7607,3.0431,-4.9358,-0.3613,1.5327,0.8554
-8.7607,3.0431,-4.9358,-0.3613,1.5327,0.8554
-10.3753,4.6953,-5.9037,1.4320,2.7845,1.7301
-13.7103,4.9184,-7.8814,0.2854,4.9983,3.3497
-17.8798,2.0901,-9.7173,2.3896,5.0036,3.8288
-15.9500,2.4299,-5.5549,1.9279,5.0036,2.9274
-9.7041,2.1039,-2.9330,1.5398,5.0036,2.5241
-10.0295,5.7864,-7.1456,2.5643,2.0353,0.5789
-10.5852,6.0269,-8.1272,2.6137,2.6415,0.8943
-12.3494,4.9316,-8.6375,1.9166,3.9131,1.4587
-15.6981,2.7176,-7.6313,0.9366,5.0036,2.5484
-15.5312,0.7657,-7.3394,2.1397,5.0036,2.2695
-11.0507,0.6395,-4.4094,1.3998,5.0036,1.4033
-3.1645,-0.3290,-1.9029,1.8416,4.9236,0.7457
-9.7561,1.7922,-4.0319,-0.5829,0.6197,0.0553
-9.7561,1.7922,-4.0319,-0.5829,0.6197,0.0553
-9.8495,0.7974,-5.8152,0.4917,0.9290,0.0982
-10.1599,4.3962,-11.1296,-0.6249,2.4238,0.4872
-12.0658,3.5414,-11.9456,1.4070,4.9144,1.3841
-11.3085,1.7312,-6.6670,0.0096,5.0036,1.8172
-6.1394,-0.5904,-3.2124,1.9609,5.0036,1.4227
-0.2357,-1.2556,-1.3950,-0.0762,2.7193,0.6519
-10.7605,-0.8321,-2.8684,-1.2494,-1.0195,-0.2682
-9.9954,-0.3135,-3.0126,-1.2494,-1.0195,-0.2776
-10.7928,-0.0377,-3.1860,0.3079,0.2818,-0.1306
-11.1350,3.0000,-3.5354,-0.3790,1.9954,0.9740
-13.4979,2.3031,-6.2249,0.9213,4.4618,2.0580
-15.3757,2.9228,-5.5113,-0.0502,5.0036,2.7301
-14.2104,2.8564,-6.0963,0.7222,5.0036,2.8914
-9.2602,1.4369,-4.6762,1.3451,5.0036,2.2362
-2.8289,-0.0138,-3.8046,1.4390,4.0951,1.1625
-10.0822,-0.1842,-1.0995,-0.9166,-1.3740,-0.5455
-9.4959,0.4487,-2.0554,-0.6727,-1.0125,-0.4777
-10.5350,2.2792,-3.3416,0.1581,0.4003,0.0644
-12.2028,2.9318,-5.0507,-0.0834,3.3208,1.4387
-15.5091,1.7719,-4.9065,1.5157,5.0036,2.3923
-16.5344,1.5745,-3.1167,0.7708,5.0036,2.2762
-14.1637,2.3725,-5.3294,0.3865,5.0036,2.2162
-9.6622,1.4345,-5.8176,1.2523,5.0036,1.8520
-10.4130,0.8052,-0.8309,-1.4210,-1.8283,-0.5357
-9.9523,0.1352,-1.6349,-1.2570,-1.4642,-0.4436
-10.2042,1.4536,-2.9456,0.0302,-0.1541,-0.0988
-11.4586,2.4126,-3.4798,0.1886,2.4302,0.9924
-14.7057,1.6588,-3.0622,0.7572,4.9269,1.8204
-17.2403,2.1176,-4.1761,0.8627,5.0036,2.1564
-16.5787,3.0676,-5.0010,0.5583,5.0036,2.2788
-12.9655,2.5424,-4.7426,1.0229,5.0036,2.2263
-6.4373,1.1521,-3.9350,1.2622,5.0036,1.7759
0.3200,-1.2796,-1.2993,1.6910,3.4280,0.6483
-10.1880,0.7202,-3.2955,-0.7492,-1.5566,-0.2668
-10.1880,0.7202,-3.2955,-0.7492,-1.5566,-0.2668
-9.9529,1.0241,-3.4869,-0.2621,0.0267,0.1040
-11.3432,2.1416,-4.0140,-0.2871,2.8362,1.1223
-15.0897,1.5416,-4.5272,1.0922,5.0036,1.9670
-16.2969,3.4481,-4.3837,0.2404,5.0036,2.3263
-14.8762,3.0933,-4.6181,1.7168,5.0036,2.3535
-9.3356,0.2961,-4.8036,0.8141,5.0036,1.8665
-2.1852,-0.7842,-1.9789,1.5030,4.7405,0.6895
1.2598,-0.4265,-2.0782,0.6721,1.6101,-0.1991
